idxSin;cov;incDate;decDate;cloDate;accYear;pay;eval
S00147537;TTG;2018-03-12;2018-03-14;2018-03-14;2018;11320.58;11320.58
S00147556;TTG;2018-03-12;2018-03-12;2018-03-26;2018;4466.97;4466.97
S00147568;TTG;2018-03-12;2018-03-12;2018-04-06;2018;15451.27;15451.27
S00147596;TTG;2018-03-12;2018-03-12;2018-03-12;2018;0.0;0.0
S00147612;TTG;2018-03-12;2018-03-12;2018-08-12;2018;4481.02;4481.02
S00147622;TTG;2018-03-12;2018-03-12;2018-07-07;2018;1068.29;1068.29
S00147639;TTG;2018-03-12;2018-03-14;2018-04-10;2018;643.36;643.36
S00147664;TTG;2018-03-12;2018-03-12;2018-06-26;2018;24496.83;24496.83
S00147678;TTG;2018-03-12;2018-03-12;2018-08-29;2018;2350.65;2350.65
S00147690;TTG;2018-03-12;2018-03-13;2018-04-17;2018;0.0;0.0
S00147708;TTG;2018-03-12;2018-03-16;2018-10-24;2018;7871.78;7871.78
S00147725;TTG;2018-03-13;2018-03-13;2018-04-01;2018;39061.25;39061.25
S00147744;TTG;2018-03-13;2018-03-19;;2018;0.0;1600.0
S00147744;TTG;2018-03-13;2018-03-19;2019-02-10;2019;1043.51;1043.51
S00147757;TTG;2018-03-13;2018-03-13;2018-04-18;2018;4053.03;4053.03
S00147773;TTG;2018-03-13;2018-03-13;2018-12-06;2018;286.96;286.96
S00147796;TTG;2018-03-13;2018-03-13;2018-06-03;2018;703.69;703.69
S00147809;TTG;2018-03-13;2018-03-13;2018-03-31;2018;1059.17;1059.17
S00147827;TTG;2018-03-13;2018-03-15;2018-04-12;2018;2983.38;2983.38
S00147845;TTG;2018-03-13;2018-03-14;2018-04-03;2018;1165.94;1165.94
S00147858;TTG;2018-03-13;2019-06-17;;2019;0.0;1600.0
S00147858;TTG;2018-03-13;2019-06-17;2020-02-17;2020;7112.87;7112.87
S00147875;TTG;2018-03-13;2018-03-14;2018-04-08;2018;2896.35;2896.35
S00147891;TTG;2018-03-13;2018-03-14;2018-09-16;2018;205.0;205.0
S00147909;TTG;2018-03-13;2018-03-14;2018-08-18;2018;4413.54;4413.54
S00147928;TTG;2018-03-13;2018-03-14;2018-05-02;2018;24557.72;24557.72
S00147940;TTG;2018-03-13;2018-05-14;2018-05-22;2018;0.0;0.0
S00147951;TTG;2018-03-13;2018-03-13;2018-03-20;2018;592.71;592.71
S00147966;TTG;2018-03-13;2018-03-14;2018-09-20;2018;1273.65;1273.65
S00147976;TTG;2018-03-13;2018-03-14;2018-04-18;2018;317.19;317.19
S00147992;TTG;2018-03-13;2018-03-13;2018-03-22;2018;0.0;0.0
S00148011;TTG;2018-03-14;2018-03-20;2018-04-19;2018;270.05;270.05
S00148033;TTG;2018-03-14;2018-03-22;2018-04-16;2018;3946.42;3946.42
S00148053;TTG;2018-03-14;2018-03-14;2018-03-24;2018;527.05;527.05
S00148068;TTG;2018-03-14;2018-03-14;2018-04-05;2018;1602.78;1602.78
S00148078;TTG;2018-03-14;2018-03-14;2018-03-23;2018;150.24;150.24
S00148092;TTG;2018-03-14;2018-03-14;2018-09-19;2018;4466.82;4466.82
S00148112;TTG;2018-03-14;2018-03-15;2018-04-14;2018;5354.54;5354.54
S00148137;TTG;2018-03-14;2018-03-14;2018-04-12;2018;3341.85;3341.85
S00148150;TTG;2018-03-14;2018-03-14;2018-09-15;2018;727.65;727.65
S00148168;TTG;2018-03-14;2018-03-14;2018-05-14;2018;14089.35;14089.35
S00148191;TTG;2018-03-14;2018-03-16;2018-07-20;2018;1565.67;1565.67
S00148205;TTG;2018-03-14;2018-03-14;2018-05-25;2018;3652.04;3652.04
S00148221;TTG;2018-03-14;2018-03-14;2018-03-24;2018;1117.38;1117.38
S00148239;TTG;2018-03-14;2018-03-15;2018-05-20;2018;3539.28;3539.28
S00148254;TTG;2018-03-14;2018-03-15;2018-06-15;2018;2804.41;2804.41
S00148279;TTG;2018-03-14;2018-03-14;2018-04-03;2018;210.82;210.82
S00148301;TTG;2018-03-15;2018-03-15;2018-04-18;2018;485.69;485.69
S00148318;TTG;2018-03-15;2018-03-21;2018-12-01;2018;2364.68;2364.68
S00148330;TTG;2018-03-15;2018-03-18;2018-03-18;2018;0.0;0.0
S00148344;TTG;2018-03-15;2018-03-15;2018-06-25;2018;3431.37;3431.37
S00148362;TTG;2018-03-15;2018-03-15;2018-04-05;2018;13465.9;13465.9
S00148379;TTG;2018-03-15;2018-03-25;2018-09-08;2018;2986.25;2986.25
S00148394;TTG;2018-03-15;2018-03-16;2018-08-22;2018;924.94;924.94
S00148413;TTG;2018-03-15;2018-03-15;2018-05-25;2018;7711.95;7711.95
S00148426;TTG;2018-03-15;2018-03-15;2018-05-01;2018;460.14;460.14
S00148439;TTG;2018-03-15;2018-03-17;2018-04-18;2018;1090.78;1090.78
S00148451;TTG;2018-03-15;2018-03-15;2018-04-19;2018;1984.64;1984.64
S00148465;TTG;2018-03-16;2018-12-08;2018-12-29;2018;0.0;0.0
S00148488;TTG;2018-03-16;2018-03-27;2018-05-26;2018;488.31;488.31
S00148503;TTG;2018-03-16;2018-03-16;2018-03-27;2018;760.75;760.75
S00148517;TTG;2018-03-16;2018-03-17;2018-04-20;2018;943.7;943.7
S00148539;TTG;2018-03-16;2018-05-02;2018-07-01;2018;1749.22;1749.22
S00148560;TTG;2018-03-16;2018-03-17;2018-04-25;2018;4592.5;4592.5
S00148581;TTG;2018-03-16;2018-04-11;2018-07-27;2018;1597.66;1597.66
S00148606;TTG;2018-03-16;2018-03-20;2018-05-29;2018;17522.92;17522.92
S00148622;TTG;2018-03-16;2018-03-16;2018-03-30;2018;907.26;907.26
S00148640;TTG;2018-03-16;2018-03-16;2018-05-03;2018;3709.44;3709.44
S00148655;TTG;2018-03-16;2018-03-16;2018-12-28;2018;1876.31;1876.31
S00148684;TTG;2018-03-16;2018-03-16;2018-10-28;2018;8467.25;8467.25
S00148698;TTG;2018-03-16;2018-03-18;2018-04-09;2018;1055.51;1055.51
S00148717;TTG;2018-03-16;2018-03-16;2018-03-27;2018;1100.84;1100.84
S00148733;TTG;2018-03-17;2018-03-21;2018-06-12;2018;0.0;0.0
S00148755;TTG;2018-03-17;2018-03-28;2018-07-12;2018;1834.66;1834.66
S00148777;TTG;2018-03-17;2018-05-29;2018-12-09;2018;1474.69;1474.69
S00148789;TTG;2018-03-17;2018-03-19;2018-04-14;2018;4881.37;4881.37
S00148802;TTG;2018-03-17;2018-03-17;2018-04-13;2018;1513.29;1513.29
S00148817;TTG;2018-03-17;2018-03-17;2018-03-30;2018;2856.0;2856.0
S00148837;TTG;2018-03-17;2018-03-18;2018-08-21;2018;1619.52;1619.52
S00148863;TTG;2018-03-17;2018-03-19;2018-04-02;2018;1395.04;1395.04
S00148878;TTG;2018-03-17;2018-03-18;2018-04-11;2018;205.0;205.0
S00148890;TTG;2018-03-17;2018-03-17;2018-03-28;2018;1113.54;1113.54
S00148916;TTG;2018-03-17;2018-03-17;2018-04-12;2018;912.99;912.99
S00148931;TTG;2018-03-17;2018-03-18;2018-04-11;2018;5061.03;5061.03
S00148961;TTG;2018-03-17;2018-04-10;2018-05-11;2018;152.67;152.67
S00148970;TTG;2018-03-17;2018-03-20;2018-05-01;2018;5912.48;5912.48
S00148983;TTG;2018-03-17;2018-03-20;2018-05-24;2018;2984.88;2984.88
S00149003;TTG;2018-03-17;2018-03-27;2018-12-11;2018;413.39;413.39
S00149020;TTG;2018-03-17;2018-03-25;2018-05-20;2018;736.22;736.22
S00149036;TTG;2018-03-17;2018-03-18;2018-05-15;2018;2636.11;2636.11
S00149060;TTG;2018-03-17;2018-03-30;2018-04-14;2018;3472.17;3472.17
S00149078;TTG;2018-03-17;2018-03-17;2018-05-10;2018;232.73;232.73
S00149094;TTG;2018-03-17;2018-03-18;2018-05-08;2018;1912.08;1912.08
S00149118;TTG;2018-03-18;2018-03-18;2018-07-09;2018;0.0;0.0
S00149138;TTG;2018-03-18;2018-03-18;2018-04-09;2018;5853.14;5853.14
S00149153;TTG;2018-03-18;2018-03-18;2018-03-18;2018;630.73;630.73
S00149169;TTG;2018-03-18;2018-03-19;2018-06-16;2018;2843.73;2843.73
S00149181;TTG;2018-03-18;2018-04-29;2018-05-09;2018;1328.2;1328.2
S00149196;TTG;2018-03-18;2018-03-20;2018-05-09;2018;4634.43;4634.43
S00149212;TTG;2018-03-18;2018-03-23;2018-05-29;2018;2107.47;2107.47
S00149228;TTG;2018-03-18;2018-03-18;2018-05-01;2018;454.3;454.3
S00149239;TTG;2018-03-18;2018-04-26;2018-08-08;2018;3829.04;3829.04
S00149256;TTG;2018-03-19;2018-03-19;2018-04-06;2018;6849.42;6849.42
S00149273;TTG;2018-03-19;2018-03-19;2018-06-15;2018;883.97;883.97
S00149294;TTG;2018-03-19;2018-03-22;2018-05-18;2018;1319.87;1319.87
S00149307;TTG;2018-03-19;2018-03-19;2018-03-19;2018;0.0;0.0
S00149322;TTG;2018-03-19;2018-03-25;2018-04-17;2018;0.0;0.0
S00149338;TTG;2018-03-19;2018-03-29;2018-04-18;2018;1241.72;1241.72
S00149354;TTG;2018-03-19;2018-03-19;;2018;0.0;1600.0
S00149354;TTG;2018-03-19;2018-03-19;2019-12-06;2019;2886.33;2886.33
S00149373;TTG;2018-03-19;2018-04-07;2018-05-07;2018;1497.15;1497.15
S00149383;TTG;2018-03-19;2018-03-19;2018-05-10;2018;0.0;0.0
S00149397;TTG;2018-03-19;2018-03-19;2018-03-19;2018;2276.16;2276.16
S00149411;TTG;2018-03-19;2018-03-19;2018-05-24;2018;1235.79;1235.79
S00149427;TTG;2018-03-19;2018-03-20;2018-08-30;2018;2684.49;2684.49
S00149452;TTG;2018-03-19;2018-03-19;2018-04-14;2018;1023.5;1023.5
S00149468;TTG;2018-03-20;2018-03-20;2018-04-25;2018;0.0;0.0
S00149479;TTG;2018-03-20;2018-04-08;2018-05-01;2018;0.0;0.0
S00149498;TTG;2018-03-20;2018-03-21;2018-04-20;2018;0.0;0.0
S00149516;TTG;2018-03-20;2018-03-20;2018-03-27;2018;1457.52;1457.52
S00149539;TTG;2018-03-20;2018-03-21;2018-04-11;2018;1477.34;1477.34
S00149555;TTG;2018-03-20;2018-03-20;2018-04-27;2018;2783.34;2783.34
S00149573;TTG;2018-03-20;2018-03-25;2018-04-24;2018;320.73;320.73
S00149591;TTG;2018-03-20;2018-03-20;2018-08-15;2018;2530.67;2530.67
S00149608;TTG;2018-03-20;2018-03-21;2018-05-08;2018;1578.16;1578.16
S00149621;TTG;2018-03-20;2018-05-15;2018-08-14;2018;2674.81;2674.81
S00149640;TTG;2018-03-20;2018-03-20;2018-04-09;2018;8360.07;8360.07
S00149661;TTG;2018-03-20;2018-03-24;2018-04-04;2018;601.63;601.63
S00149679;TTG;2018-03-20;2018-03-20;2018-04-18;2018;5653.93;5653.93
S00149691;TTG;2018-03-20;2018-04-08;2018-10-27;2018;2428.15;2428.15
S00149706;TTG;2018-03-20;2018-04-07;2018-05-31;2018;6745.24;6745.24
S00149725;TTG;2018-03-20;2018-03-20;2018-08-20;2018;1539.02;1539.02
S00149740;TTG;2018-03-20;2018-03-20;2018-06-18;2018;649.0;649.0
S00149754;TTG;2018-03-21;2018-03-21;2018-04-20;2018;854.81;854.81
S00149771;TTG;2018-03-21;2018-03-31;2018-04-29;2018;1417.76;1417.76
S00149790;TTG;2018-03-21;2018-04-18;2018-06-03;2018;576.47;576.47
S00149800;TTG;2018-03-21;2018-03-22;2018-05-29;2018;2947.71;2947.71
S00149826;TTG;2018-03-21;2018-03-22;2018-05-18;2018;11014.48;11014.48
S00149848;TTG;2018-03-21;2018-03-24;2018-05-25;2018;635.82;635.82
S00149861;TTG;2018-03-21;2018-03-21;2018-04-22;2018;205.0;205.0
S00149880;TTG;2018-03-21;2018-03-22;2018-04-11;2018;354.44;354.44
S00149886;TTG;2018-03-21;2018-03-26;2018-03-26;2018;1314.25;1314.25
S00149894;TTG;2018-03-21;2018-03-21;2018-04-20;2018;19274.38;19274.38
S00149907;TTG;2018-03-21;2018-03-21;2018-04-08;2018;0.0;0.0
S00149918;TTG;2018-03-21;2018-03-21;2018-10-06;2018;3872.41;3872.41
S00149941;TTG;2018-03-21;2018-03-22;2018-04-14;2018;1935.89;1935.89
S00149956;TTG;2018-03-21;2018-03-21;2018-03-28;2018;1040.24;1040.24
S00149979;TTG;2018-03-21;2018-03-24;2018-08-11;2018;1001.65;1001.65
S00150003;TTG;2018-03-22;2018-03-22;2018-04-17;2018;0.0;0.0
S00150016;TTG;2018-03-22;2018-03-23;2018-04-02;2018;1655.41;1655.41
S00150037;TTG;2018-03-22;2018-03-24;2018-07-06;2018;9325.11;9325.11
S00150051;TTG;2018-03-22;2018-03-22;2018-04-04;2018;2348.24;2348.24
S00150069;TTG;2018-03-22;2018-04-01;;2018;0.0;1600.0
S00150069;TTG;2018-03-22;2018-04-01;2019-06-06;2019;221.4;221.4
S00150082;TTG;2018-03-22;2018-03-24;2018-04-01;2018;1589.81;1589.81
S00150103;TTG;2018-03-22;2018-04-11;2018-09-12;2018;1264.87;1264.87
S00150115;TTG;2018-03-22;2018-03-22;2018-08-23;2018;5148.46;5148.46
S00150128;TTG;2018-03-22;2018-03-27;2018-04-21;2018;0.0;0.0
S00150150;TTG;2018-03-22;2018-03-22;2018-04-02;2018;205.0;205.0
S00150165;TTG;2018-03-22;2018-04-06;2018-06-23;2018;3036.4;3036.4
S00150180;TTG;2018-03-22;2018-03-22;2018-04-15;2018;284.92;284.92
S00150194;TTG;2018-03-22;2018-03-22;2018-04-11;2018;387.07;387.07
S00150208;TTG;2018-03-22;2018-03-23;2018-05-25;2018;0.0;0.0
S00150224;TTG;2018-03-22;2018-03-22;2018-03-29;2018;0.0;0.0
S00150238;TTG;2018-03-22;2018-03-22;2018-11-08;2018;463.93;463.93
S00150259;TTG;2018-03-22;2018-04-02;;2018;0.0;1600.0
S00150259;TTG;2018-03-22;2018-04-02;2019-02-05;2019;1426.39;1426.39
S00150268;TTG;2018-03-22;2018-03-22;2018-03-22;2018;1407.72;1407.72
S00150288;TTG;2018-03-22;2018-03-23;2018-06-19;2018;3474.26;3474.26
S00150303;TTG;2018-03-22;2018-04-07;2018-04-21;2018;1177.07;1177.07
S00150323;TTG;2018-03-23;2018-03-23;2018-08-21;2018;895.55;895.55
S00150331;TTG;2018-03-23;2018-03-23;2018-05-11;2018;6116.73;6116.73
S00150360;TTG;2018-03-23;2018-03-25;2018-06-19;2018;207.15;207.15
S00150382;TTG;2018-03-23;2018-04-01;2018-04-15;2018;1650.28;1650.28
S00150399;TTG;2018-03-23;2018-03-23;2018-04-21;2018;1171.98;1171.98
S00150416;TTG;2018-03-23;2018-05-05;2018-05-30;2018;4471.0;4471.0
S00150437;TTG;2018-03-23;2018-03-25;2018-09-22;2018;531.67;531.67
S00150456;TTG;2018-03-23;2018-03-24;2018-05-17;2018;3325.83;3325.83
S00150469;TTG;2018-03-23;2018-03-23;2018-12-10;2018;3065.55;3065.55
S00150481;TTG;2018-03-23;2018-03-24;2018-06-14;2018;655.79;655.79
S00150494;TTG;2018-03-23;2018-03-23;2018-07-16;2018;673.94;673.94
S00150514;TTG;2018-03-23;2018-03-25;2018-04-10;2018;1275.58;1275.58
S00150531;TTG;2018-03-23;2018-04-04;2018-04-26;2018;2455.25;2455.25
S00150545;TTG;2018-03-23;2018-03-23;2018-05-05;2018;3156.34;3156.34
S00150566;TTG;2018-03-23;2018-03-23;2018-04-07;2018;3165.31;3165.31
S00150577;TTG;2018-03-23;2019-02-23;2019-04-24;2019;589.51;589.51
S00150602;TTG;2018-03-24;2018-03-30;2018-07-17;2018;3028.08;3028.08
S00150624;TTG;2018-03-24;2018-03-30;2018-06-10;2018;3189.81;3189.81
S00150638;TTG;2018-03-24;2018-03-25;2018-06-26;2018;2268.22;2268.22
S00150663;TTG;2018-03-24;2018-03-25;2018-08-12;2018;891.43;891.43
S00150687;TTG;2018-03-24;2018-04-19;2018-06-10;2018;472.87;472.87
S00150703;TTG;2018-03-24;2018-04-22;2018-06-27;2018;4514.85;4514.85
S00150723;TTG;2018-03-24;2018-03-24;2018-07-20;2018;3536.16;3536.16
S00150736;TTG;2018-03-24;2018-03-25;2018-06-13;2018;1257.96;1257.96
S00150760;TTG;2018-03-24;2018-03-24;2018-04-07;2018;10089.49;10089.49
S00150776;TTG;2018-03-24;2018-03-25;2018-05-22;2018;2899.57;2899.57
S00150794;TTG;2018-03-24;2018-03-24;2018-06-26;2018;1987.06;1987.06
S00150820;TTG;2018-03-24;2018-03-24;2018-09-23;2018;1634.64;1634.64
S00150839;TTG;2018-03-24;2018-03-25;2018-09-08;2018;205.0;205.0
S00150849;TTG;2018-03-25;2018-03-26;2018-05-03;2018;0.0;0.0
S00150866;TTG;2018-03-25;2018-03-26;2018-05-29;2018;1008.44;1008.44
S00150881;TTG;2018-03-25;2018-03-28;2018-04-26;2018;1428.49;1428.49
S00150904;TTG;2018-03-25;2018-03-30;2018-06-21;2018;982.37;982.37
S00150924;TTG;2018-03-25;2018-03-27;2018-07-06;2018;1845.88;1845.88
S00150944;TTG;2018-03-25;2018-03-25;2018-04-10;2018;3282.98;3282.98
S00150964;TTG;2018-03-25;2018-03-25;2018-06-28;2018;0.0;0.0
S00150978;TTG;2018-03-25;2018-03-26;2018-05-10;2018;2116.66;2116.66
S00150996;TTG;2018-03-25;2018-03-27;2018-04-04;2018;205.0;205.0
S00151010;TTG;2018-03-25;2018-04-02;2018-05-13;2018;2220.18;2220.18
S00151025;TTG;2018-03-26;2018-04-11;2018-07-18;2018;973.28;973.28
S00151044;TTG;2018-03-26;2018-03-26;2018-04-30;2018;11980.24;11980.24
S00151063;TTG;2018-03-26;2018-03-27;;2018;0.0;1600.0
S00151063;TTG;2018-03-26;2018-03-27;;2019;0.0;1600.0
S00151063;TTG;2018-03-26;2018-03-27;;2020;0.0;1600.0
S00151063;TTG;2018-03-26;2018-03-27;;2021;0.0;1600.0
S00151063;TTG;2018-03-26;2018-03-27;;2022;0.0;1600.0
S00151078;TTG;2018-03-26;2018-03-26;2018-06-01;2018;3786.97;3786.97
S00151091;TTG;2018-03-26;2018-03-26;2018-03-26;2018;1502.79;1502.79
S00151107;TTG;2018-03-26;2018-03-28;2018-04-23;2018;4061.78;4061.78
S00151127;TTG;2018-03-26;2018-03-26;2018-04-12;2018;1218.75;1218.75
S00151145;TTG;2018-03-26;2018-03-26;2018-04-04;2018;1337.76;1337.76
S00151157;TTG;2018-03-26;2018-04-11;2018-05-05;2018;182.01;182.01
S00151171;TTG;2018-03-26;2018-03-28;2018-03-28;2018;1934.95;1934.95
S00151184;TTG;2018-03-26;2018-03-31;2018-05-08;2018;4801.11;4801.11
S00151204;TTG;2018-03-26;2018-03-27;2018-05-20;2018;2276.88;2276.88
S00151216;TTG;2018-03-26;2018-03-27;2018-05-03;2018;753.59;753.59
S00151234;TTG;2018-03-27;2018-03-27;2018-04-21;2018;612.36;612.36
S00151248;TTG;2018-03-27;2018-03-27;2018-04-18;2018;400.39;400.39
S00151261;TTG;2018-03-27;2018-03-27;2018-04-27;2018;636.08;636.08
S00151284;TTG;2018-03-27;2018-03-27;2018-05-14;2018;2291.22;2291.22
S00151294;TTG;2018-03-27;2018-05-04;;2018;0.0;1600.0
S00151294;TTG;2018-03-27;2018-05-04;2019-01-08;2019;388.4;388.4
S00151315;TTG;2018-03-27;2018-03-27;2018-07-06;2018;4693.28;4693.28
S00151340;TTG;2018-03-27;2018-03-28;2018-06-13;2018;2732.35;2732.35
S00151358;TTG;2018-03-27;2018-03-27;2018-06-06;2018;2698.08;2698.08
S00151374;TTG;2018-03-27;2018-03-27;2018-05-21;2018;5223.68;5223.68
S00151388;TTG;2018-03-27;2018-03-28;2018-05-22;2018;1124.53;1124.53
S00151409;TTG;2018-03-27;2018-03-31;2018-07-03;2018;0.0;0.0
S00151426;TTG;2018-03-28;2018-03-28;2018-03-28;2018;21582.72;21582.72
S00151448;TTG;2018-03-28;2018-03-29;2018-03-29;2018;0.0;0.0
S00151467;TTG;2018-03-28;2018-03-28;2018-05-20;2018;1204.17;1204.17
S00151489;TTG;2018-03-28;2018-03-28;2018-05-12;2018;1477.31;1477.31
S00151502;TTG;2018-03-28;2018-03-29;2018-05-04;2018;2627.26;2627.26
S00151517;TTG;2018-03-28;2018-03-28;2018-04-13;2018;4120.21;4120.21
S00151533;TTG;2018-03-28;2018-03-28;2018-05-04;2018;612.06;612.06
S00151556;TTG;2018-03-28;2018-03-28;2018-03-28;2018;4485.94;4485.94
S00151576;TTG;2018-03-28;2018-03-30;2018-07-09;2018;1995.71;1995.71
S00151601;TTG;2018-03-28;2018-03-28;2018-06-19;2018;973.53;973.53
S00151619;TTG;2018-03-28;2018-04-12;2018-07-31;2018;11132.95;11132.95
S00151636;TTG;2018-03-28;2018-03-29;2018-05-18;2018;0.0;0.0
S00151653;TTG;2018-03-28;2018-03-29;2018-06-21;2018;2068.69;2068.69
S00151670;TTG;2018-03-28;2018-04-21;2018-05-10;2018;847.53;847.53
S00151687;TTG;2018-03-28;2018-03-29;2018-04-16;2018;2077.86;2077.86
S00151701;TTG;2018-03-28;2018-03-30;2018-05-25;2018;1997.45;1997.45
S00151717;TTG;2018-03-28;2018-04-01;2018-04-12;2018;13951.77;13951.77
S00151732;TTG;2018-03-28;2018-03-28;2018-06-11;2018;982.92;982.92
S00151749;TTG;2018-03-28;2018-03-28;2018-09-04;2018;1180.54;1180.54
S00151774;TTG;2018-03-28;2018-03-28;2018-06-23;2018;9533.94;9533.94
S00151787;TTG;2018-03-28;2018-03-31;2018-04-11;2018;1193.92;1193.92
S00151805;TTG;2018-03-29;2018-03-29;2018-05-12;2018;1169.85;1169.85
S00151823;TTG;2018-03-29;2018-03-30;2018-03-30;2018;1937.03;1937.03
S00151840;TTG;2018-03-29;2018-03-31;2018-04-22;2018;5229.59;5229.59
S00151864;TTG;2018-03-29;2018-03-30;2018-04-18;2018;0.0;0.0
S00151882;TTG;2018-03-29;2018-04-02;2018-04-19;2018;3800.47;3800.47
S00151899;TTG;2018-03-29;2018-03-29;2018-11-18;2018;1076.93;1076.93
S00151915;TTG;2018-03-29;2018-03-29;2018-07-16;2018;1122.59;1122.59
S00151932;TTG;2018-03-29;2018-03-29;2018-08-17;2018;2435.88;2435.88
S00151947;TTG;2018-03-29;2018-03-29;2018-04-07;2018;2744.29;2744.29
S00151967;TTG;2018-03-29;2018-03-30;2018-04-11;2018;7218.61;7218.61
S00151979;TTG;2018-03-29;2018-03-29;2018-05-09;2018;0.0;0.0
S00151991;TTG;2018-03-29;2018-03-29;2018-08-09;2018;159.99;159.99
S00152012;TTG;2018-03-29;2018-03-30;2018-04-18;2018;0.0;0.0
S00152034;TTG;2018-03-29;2018-03-31;2018-04-25;2018;19959.39;19959.39
S00152046;TTG;2018-03-29;2018-06-02;2018-12-08;2018;297.67;297.67
S00152063;TTG;2018-03-29;2018-03-30;2018-06-07;2018;1064.52;1064.52
S00152079;TTG;2018-03-29;2018-04-01;2018-04-21;2018;12518.11;12518.11
S00152095;TTG;2018-03-30;2018-03-30;2018-05-14;2018;208.84;208.84
S00152108;TTG;2018-03-30;2018-03-30;2018-06-27;2018;2035.6;2035.6
S00152125;TTG;2018-03-30;2018-03-30;2018-04-13;2018;5994.83;5994.83
S00152138;TTG;2018-03-30;2018-03-30;2018-05-03;2018;2924.8;2924.8
S00152160;TTG;2018-03-30;2018-03-30;2018-04-12;2018;760.55;760.55
S00152178;TTG;2018-03-30;2018-03-30;2018-04-07;2018;470.6;470.6
S00152196;TTG;2018-03-30;2018-04-21;2018-05-30;2018;258.99;258.99
S00152219;TTG;2018-03-30;2018-03-30;2018-04-28;2018;3557.93;3557.93
S00152233;TTG;2018-03-30;2018-04-01;2018-05-11;2018;2308.91;2308.91
S00152254;TTG;2018-03-30;2018-04-21;2018-05-18;2018;865.99;865.99
S00152275;TTG;2018-03-30;2018-03-30;2018-07-03;2018;1955.1;1955.1
S00152292;TTG;2018-03-30;2018-03-31;2018-04-19;2018;1381.86;1381.86
S00152304;TTG;2018-03-30;2018-03-30;;2018;0.0;1600.0
S00152304;TTG;2018-03-30;2018-03-30;2019-04-17;2019;4465.78;4465.78
S00152321;TTG;2018-03-30;2018-04-01;2018-04-18;2018;0.0;0.0
S00152342;TTG;2018-03-30;2018-03-30;2018-07-07;2018;2917.64;2917.64
S00152356;TTG;2018-03-30;2018-04-01;2018-05-06;2018;2110.38;2110.38
S00152376;TTG;2018-03-30;2018-03-30;2018-12-11;2018;1176.0;1176.0
S00152388;TTG;2018-03-31;2018-04-21;2018-05-26;2018;205.0;205.0
S00152404;TTG;2018-03-31;2018-04-08;2018-05-12;2018;10099.25;10099.25
S00152416;TTG;2018-03-31;2018-04-26;2018-05-25;2018;2233.51;2233.51
S00152427;TTG;2018-03-31;2018-03-31;2018-03-31;2018;41320.29;41320.29
S00152445;TTG;2018-03-31;2018-03-31;2018-04-21;2018;5706.59;5706.59
S00152456;TTG;2018-03-31;2018-04-01;2018-05-15;2018;3155.24;3155.24
S00152474;TTG;2018-03-31;2018-04-02;2018-04-25;2018;1097.89;1097.89
S00152493;TTG;2018-03-31;2018-04-07;;2018;0.0;1600.0
S00152493;TTG;2018-03-31;2018-04-07;2019-04-26;2019;1458.92;1458.92
S00152507;TTG;2018-03-31;2018-03-31;2018-07-14;2018;9193.19;9193.19
S00152533;TTG;2018-03-31;2018-04-01;2018-12-25;2018;1176.99;1176.99
S00152549;TTG;2018-03-31;2018-03-31;2018-04-20;2018;205.0;205.0
S00152569;TTG;2018-03-31;2018-04-01;2018-06-10;2018;216.43;216.43
S00152588;TTG;2018-03-31;2018-11-05;2018-12-16;2018;5495.48;5495.48
S00152597;TTG;2018-03-31;2018-04-03;2018-07-09;2018;0.0;0.0
S00152608;TTG;2018-03-31;2018-04-03;2018-11-04;2018;205.0;205.0
S00152627;TTG;2018-03-31;2018-03-31;2018-07-05;2018;205.0;205.0
S00152649;TTG;2018-03-31;2018-03-31;2018-04-18;2018;1047.02;1047.02
S00152665;TTG;2018-03-31;2018-03-31;;2018;0.0;1600.0
S00152665;TTG;2018-03-31;2018-03-31;2019-02-10;2019;1776.03;1776.03
S00152680;TTG;2018-03-31;2018-04-01;2018-11-03;2018;4888.86;4888.86
S00152696;TTG;2018-03-31;2018-04-02;2018-07-19;2018;4898.13;4898.13
S00152717;TTG;2018-03-31;2018-03-31;2018-05-13;2018;2936.97;2936.97
S00152730;TTG;2018-04-01;2018-04-01;2018-04-25;2018;684.78;684.78
S00152752;TTG;2018-04-01;2018-04-04;2018-05-20;2018;0.0;0.0
S00152767;TTG;2018-04-01;2018-04-01;2018-06-12;2018;3095.37;3095.37
S00152777;TTG;2018-04-01;2018-04-01;2018-09-04;2018;4062.01;4062.01
S00152791;TTG;2018-04-01;2018-04-05;2018-09-21;2018;3173.83;3173.83
S00152811;TTG;2018-04-01;2018-04-05;2018-05-10;2018;2211.11;2211.11
S00152830;TTG;2018-04-01;2018-04-02;2018-04-28;2018;0.0;0.0
S00152846;TTG;2018-04-01;2018-04-01;;2018;0.0;1600.0
S00152846;TTG;2018-04-01;2018-04-01;2019-12-24;2019;0.0;0.0
S00152860;TTG;2018-04-02;2018-04-14;2018-07-04;2018;1271.54;1271.54
S00152876;TTG;2018-04-02;2018-04-02;2018-05-18;2018;11426.05;11426.05
S00152889;TTG;2018-04-02;2018-04-03;2018-08-24;2018;3009.76;3009.76
S00152904;TTG;2018-04-02;2018-04-03;2018-05-15;2018;634.19;634.19
S00152926;TTG;2018-04-02;2018-04-03;2018-05-11;2018;2146.48;2146.48
S00152949;TTG;2018-04-02;2018-04-02;2018-04-22;2018;205.0;205.0
